Lugar de nacimiento;Edad de la victima;Periodo;Total
África;De 65 a 69 años;2022;4
África;De 65 a 69 años;2021;3
África;De 65 a 69 años;2020;5
África;De 65 a 69 años;2019;3
África;De 65 a 69 años;2018;5
África;De 65 a 69 años;2017;6
África;De 65 a 69 años;2016;4
África;De 65 a 69 años;2015;3
África;De 65 a 69 años;2014;2
África;De 65 a 69 años;2013;2
África;De 65 a 69 años;2012;1
África;De 65 a 69 años;2011;3
África;De 70 a 74 años  ;2023;0
África;De 70 a 74 años  ;2022;0
África;De 70 a 74 años  ;2021;0
África;De 70 a 74 años  ;2020;3
África;De 70 a 74 años  ;2019;1
África;De 70 a 74 años  ;2018;1
África;De 70 a 74 años  ;2017;0
África;De 70 a 74 años  ;2016;2
África;De 70 a 74 años  ;2015;1
África;De 70 a 74 años  ;2014;2
África;De 70 a 74 años  ;2013;0
África;De 70 a 74 años  ;2012;1
África;De 70 a 74 años  ;2011;0
África;75 y más años;2023;1
África;75 y más años;2022;3
África;75 y más años;2021;1
África;75 y más años;2020;2
África;75 y más años;2019;1
África;75 y más años;2018;2
África;75 y más años;2017;0
África;75 y más años;2016;0
África;75 y más años;2015;0
África;75 y más años;2014;0
África;75 y más años;2013;1
África;75 y más años;2012;2
África;75 y más años;2011;0
América;Todas las edades;2023;7.788
América;Todas las edades;2022;6.383
América;Todas las edades;2021;5.707
América;Todas las edades;2020;5.476
América;Todas las edades;2019;5.765
América;Todas las edades;2018;5.108
América;Todas las edades;2017;4.379
América;Todas las edades;2016;3.928
América;Todas las edades;2015;3.805
América;Todas las edades;2014;3.762
América;Todas las edades;2013;4.001
América;Todas las edades;2012;4.629
América;Todas las edades;2011;5.506
América;Menos de 18 años;2023;39
América;Menos de 18 años;2022;30
América;Menos de 18 años;2021;35
América;Menos de 18 años;2020;47
América;Menos de 18 años;2019;63
América;Menos de 18 años;2018;68
América;Menos de 18 años;2017;66
América;Menos de 18 años;2016;62
América;Menos de 18 años;2015;62
América;Menos de 18 años;2014;58
América;Menos de 18 años;2013;58
América;Menos de 18 años;2012;67
América;Menos de 18 años;2011;75
América;De 18 a 19 años;2023;99
América;De 18 a 19 años;2022;81
América;De 18 a 19 años;2021;109
América;De 18 a 19 años;2020;114
América;De 18 a 19 años;2019;168
América;De 18 a 19 años;2018;171
América;De 18 a 19 años;2017;126
América;De 18 a 19 años;2016;138
América;De 18 a 19 años;2015;131
América;De 18 a 19 años;2014;134
América;De 18 a 19 años;2013;142
América;De 18 a 19 años;2012;154
América;De 18 a 19 años;2011;155
América;De 20 a 24 años;2023;895
América;De 20 a 24 años;2022;772
América;De 20 a 24 años;2021;754
América;De 20 a 24 años;2020;778
América;De 20 a 24 años;2019;823
América;De 20 a 24 años;2018;733
América;De 20 a 24 años;2017;598
América;De 20 a 24 años;2016;528
América;De 20 a 24 años;2015;468
América;De 20 a 24 años;2014;470
América;De 20 a 24 años;2013;490
América;De 20 a 24 años;2012;547
América;De 20 a 24 años;2011;731
América;De 25 a 29 años;2023;1.434
América;De 25 a 29 años;2022;1.217
América;De 25 a 29 años;2021;1.048
América;De 25 a 29 años;2020;961
América;De 25 a 29 años;2019;962
América;De 25 a 29 años;2018;834
América;De 25 a 29 años;2017;648
América;De 25 a 29 años;2016;534
América;De 25 a 29 años;2015;559
América;De 25 a 29 años;2014;606
América;De 25 a 29 años;2013;686
América;De 25 a 29 años;2012;886
América;De 25 a 29 años;2011;1.065
América;De 30 a 34 años;2023;1.369
América;De 30 a 34 años;2022;1.147
América;De 30 a 34 años;2021;976
América;De 30 a 34 años;2020;911
América;De 30 a 34 años;2019;1.005
América;De 30 a 34 años;2018;869
América;De 30 a 34 años;2017;783
América;De 30 a 34 años;2016;757
América;De 30 a 34 años;2015;766
América;De 30 a 34 años;2014;831
América;De 30 a 34 años;2013;899
América;De 30 a 34 años;2012;1.047
América;De 30 a 34 años;2011;1.284
América;De 35 a 39 años;2023;1.415
América;De 35 a 39 años;2022;1.087
América;De 35 a 39 años;2021;1.008
América;De 35 a 39 años;2020;967
América;De 35 a 39 años;2019;1.088
América;De 35 a 39 años;2018;963
América;De 35 a 39 años;2017;891
América;De 35 a 39 años;2016;807
América;De 35 a 39 años;2015;814
América;De 35 a 39 años;2014;736
América;De 35 a 39 años;2013;763
América;De 35 a 39 años;2012;876
América;De 35 a 39 años;2011;1.000
América;De 40 a 44 años;2023;1.169
América;De 40 a 44 años;2022;1.009
América;De 40 a 44 años;2021;859
América;De 40 a 44 años;2020;859
América;De 40 a 44 años;2019;824
América;De 40 a 44 años;2018;725
América;De 40 a 44 años;2017;631
América;De 40 a 44 años;2016;559
América;De 40 a 44 años;2015;499
América;De 40 a 44 años;2014;502
América;De 40 a 44 años;2013;528
América;De 40 a 44 años;2012;569
América;De 40 a 44 años;2011;651
América;De 45 a 49 años;2023;732
América;De 45 a 49 años;2022;544
América;De 45 a 49 años;2021;480
América;De 45 a 49 años;2020;465
América;De 45 a 49 años;2019;477
América;De 45 a 49 años;2018;390
América;De 45 a 49 años;2017;348
América;De 45 a 49 años;2016;299
América;De 45 a 49 años;2015;269
América;De 45 a 49 años;2014;250
América;De 45 a 49 años;2013;257
América;De 45 a 49 años;2012;292
América;De 45 a 49 años;2011;316
América;De 50 a 54 años;2023;382
América;De 50 a 54 años;2022;310
América;De 50 a 54 años;2021;260
América;De 50 a 54 años;2020;220
América;De 50 a 54 años;2019;222
América;De 50 a 54 años;2018;237
América;De 50 a 54 años;2017;188
América;De 50 a 54 años;2016;128
América;De 50 a 54 años;2015;153
América;De 50 a 54 años;2014;108
América;De 50 a 54 años;2013;104
América;De 50 a 54 años;2012;125
América;De 50 a 54 años;2011;145
América;De 55 a 59 años;2023;150
América;De 55 a 59 años;2022;111
América;De 55 a 59 años;2021;109
América;De 55 a 59 años;2020;95
América;De 55 a 59 años;2019;83
América;De 55 a 59 años;2018;77
América;De 55 a 59 años;2017;70
América;De 55 a 59 años;2016;79
América;De 55 a 59 años;2015;60
América;De 55 a 59 años;2014;45
América;De 55 a 59 años;2013;43
América;De 55 a 59 años;2012;42
América;De 55 a 59 años;2011;46
América;De 60 a 64 años;2023;69
América;De 60 a 64 años;2022;46
América;De 60 a 64 años;2021;45
América;De 60 a 64 años;2020;34
América;De 60 a 64 años;2019;36
América;De 60 a 64 años;2018;22
América;De 60 a 64 años;2017;21
América;De 60 a 64 años;2016;25
América;De 60 a 64 años;2015;16
América;De 60 a 64 años;2014;18
América;De 60 a 64 años;2013;15
América;De 60 a 64 años;2012;16
América;De 60 a 64 años;2011;26
América;De 65 a 69 años;2023;23
América;De 65 a 69 años;2022;25
América;De 65 a 69 años;2021;15
América;De 65 a 69 años;2020;18
América;De 65 a 69 años;2019;7
América;De 65 a 69 años;2018;12
América;De 65 a 69 años;2017;9
América;De 65 a 69 años;2016;7
América;De 65 a 69 años;2015;6
América;De 65 a 69 años;2014;4
América;De 65 a 69 años;2013;8
América;De 65 a 69 años;2012;5
América;De 65 a 69 años;2011;9
América;De 70 a 74 años  ;2023;10
América;De 70 a 74 años  ;2022;3
América;De 70 a 74 años  ;2021;7
América;De 70 a 74 años  ;2020;6
América;De 70 a 74 años  ;2019;5
América;De 70 a 74 años  ;2018;5
América;De 70 a 74 años  ;2017;0
América;De 70 a 74 años  ;2016;4
América;De 70 a 74 años  ;2015;2
América;De 70 a 74 años  ;2014;0
América;De 70 a 74 años  ;2013;2
América;De 70 a 74 años  ;2012;2
América;De 70 a 74 años  ;2011;1
América;75 y más años;2023;2
América;75 y más años;2022;1
América;75 y más años;2021;2
América;75 y más años;2020;1
América;75 y más años;2019;2
América;75 y más años;2018;2
América;75 y más años;2017;0
América;75 y más años;2016;1
América;75 y más años;2015;0
América;75 y más años;2014;0
América;75 y más años;2013;6
América;75 y más años;2012;1
América;75 y más años;2011;2
Asia;Todas las edades;2023;285
Asia;Todas las edades;2022;213
Asia;Todas las edades;2021;219
Asia;Todas las edades;2020;236
Asia;Todas las edades;2019;259
Asia;Todas las edades;2018;218
Asia;Todas las edades;2017;204
Asia;Todas las edades;2016;195
Asia;Todas las edades;2015;201
Asia;Todas las edades;2014;174
Asia;Todas las edades;2013;179
Asia;Todas las edades;2012;181
Asia;Todas las edades;2011;184
Asia;Menos de 18 años;2023;1
Asia;Menos de 18 años;2022;2
Asia;Menos de 18 años;2021;3
Asia;Menos de 18 años;2020;0
Asia;Menos de 18 años;2019;1
Asia;Menos de 18 años;2018;4
Asia;Menos de 18 años;2017;0
Asia;Menos de 18 años;2016;0
Asia;Menos de 18 años;2015;2
Asia;Menos de 18 años;2014;1
Asia;Menos de 18 años;2013;3
Asia;Menos de 18 años;2012;0
Asia;Menos de 18 años;2011;0
Asia;De 18 a 19 años;2023;6
Asia;De 18 a 19 años;2022;1
Asia;De 18 a 19 años;2021;5
Asia;De 18 a 19 años;2020;3
Asia;De 18 a 19 años;2019;4
Asia;De 18 a 19 años;2018;4
Asia;De 18 a 19 años;2017;5
Asia;De 18 a 19 años;2016;4
Asia;De 18 a 19 años;2015;2
Asia;De 18 a 19 años;2014;1
Asia;De 18 a 19 años;2013;0
Asia;De 18 a 19 años;2012;2
Asia;De 18 a 19 años;2011;1
Asia;De 20 a 24 años;2023;22
Asia;De 20 a 24 años;2022;20
Asia;De 20 a 24 años;2021;19
Asia;De 20 a 24 años;2020;11
Asia;De 20 a 24 años;2019;24
Asia;De 20 a 24 años;2018;18
Asia;De 20 a 24 años;2017;14
Asia;De 20 a 24 años;2016;19
Asia;De 20 a 24 años;2015;12
Asia;De 20 a 24 años;2014;16
Asia;De 20 a 24 años;2013;16
Asia;De 20 a 24 años;2012;12
Asia;De 20 a 24 años;2011;12
Asia;De 25 a 29 años;2023;40
Asia;De 25 a 29 años;2022;28
Asia;De 25 a 29 años;2021;31
Asia;De 25 a 29 años;2020;42
Asia;De 25 a 29 años;2019;41
Asia;De 25 a 29 años;2018;43
Asia;De 25 a 29 años;2017;33
Asia;De 25 a 29 años;2016;40
Asia;De 25 a 29 años;2015;27
Asia;De 25 a 29 años;2014;22
Asia;De 25 a 29 años;2013;22
Asia;De 25 a 29 años;2012;31
Asia;De 25 a 29 años;2011;29
Asia;De 30 a 34 años;2023;40
Asia;De 30 a 34 años;2022;41
Asia;De 30 a 34 años;2021;36
Asia;De 30 a 34 años;2020;43
Asia;De 30 a 34 años;2019;52
Asia;De 30 a 34 años;2018;36
Asia;De 30 a 34 años;2017;43
Asia;De 30 a 34 años;2016;33
Asia;De 30 a 34 años;2015;60
Asia;De 30 a 34 años;2014;35
Asia;De 30 a 34 años;2013;25
Asia;De 30 a 34 años;2012;45
Asia;De 30 a 34 años;2011;39
Asia;De 35 a 39 años;2023;64
Asia;De 35 a 39 años;2022;50
Asia;De 35 a 39 años;2021;50
Asia;De 35 a 39 años;2020;43
Asia;De 35 a 39 años;2019;51
Asia;De 35 a 39 años;2018;40
Asia;De 35 a 39 años;2017;46
Asia;De 35 a 39 años;2016;37
Asia;De 35 a 39 años;2015;40
Asia;De 35 a 39 años;2014;38
Asia;De 35 a 39 años;2013;47
Asia;De 35 a 39 años;2012;44
Asia;De 35 a 39 años;2011;48
Asia;De 40 a 44 años;2023;53
Asia;De 40 a 44 años;2022;34
Asia;De 40 a 44 años;2021;43
Asia;De 40 a 44 años;2020;52
Asia;De 40 a 44 años;2019;43
Asia;De 40 a 44 años;2018;33
Asia;De 40 a 44 años;2017;29
Asia;De 40 a 44 años;2016;28
Asia;De 40 a 44 años;2015;25
Asia;De 40 a 44 años;2014;33
Asia;De 40 a 44 años;2013;34
Asia;De 40 a 44 años;2012;19
Asia;De 40 a 44 años;2011;27
Asia;De 45 a 49 años;2023;31
Asia;De 45 a 49 años;2022;24
Asia;De 45 a 49 años;2021;12
Asia;De 45 a 49 años;2020;21
Asia;De 45 a 49 años;2019;25
Asia;De 45 a 49 años;2018;18
Asia;De 45 a 49 años;2017;17
Asia;De 45 a 49 años;2016;21
Asia;De 45 a 49 años;2015;19
Asia;De 45 a 49 años;2014;18
Asia;De 45 a 49 años;2013;13
Asia;De 45 a 49 años;2012;17
Asia;De 45 a 49 años;2011;16
Asia;De 50 a 54 años;2023;17
Asia;De 50 a 54 años;2022;2
Asia;De 50 a 54 años;2021;12
Asia;De 50 a 54 años;2020;14
Asia;De 50 a 54 años;2019;8
Asia;De 50 a 54 años;2018;14
Asia;De 50 a 54 años;2017;9
Asia;De 50 a 54 años;2016;10
Asia;De 50 a 54 años;2015;8
Asia;De 50 a 54 años;2014;6
Asia;De 50 a 54 años;2013;10
Asia;De 50 a 54 años;2012;6
Asia;De 50 a 54 años;2011;7
Asia;De 55 a 59 años;2023;7
Asia;De 55 a 59 años;2022;7
Asia;De 55 a 59 años;2021;6
Asia;De 55 a 59 años;2020;3
Asia;De 55 a 59 años;2019;6
Asia;De 55 a 59 años;2018;6
Asia;De 55 a 59 años;2017;3
Asia;De 55 a 59 años;2016;1
Asia;De 55 a 59 años;2015;3
Asia;De 55 a 59 años;2014;3
Asia;De 55 a 59 años;2013;6
Asia;De 55 a 59 años;2012;2
Asia;De 55 a 59 años;2011;1
Asia;De 60 a 64 años;2023;2
Asia;De 60 a 64 años;2022;2
Asia;De 60 a 64 años;2021;2
Asia;De 60 a 64 años;2020;1
Asia;De 60 a 64 años;2019;2
Asia;De 60 a 64 años;2018;2
Asia;De 60 a 64 años;2017;3
Asia;De 60 a 64 años;2016;1
Asia;De 60 a 64 años;2015;0
Asia;De 60 a 64 años;2014;0
Asia;De 60 a 64 años;2013;3
Asia;De 60 a 64 años;2012;2
Asia;De 60 a 64 años;2011;0
Asia;De 65 a 69 años;2023;2
Asia;De 65 a 69 años;2022;2
Asia;De 65 a 69 años;2021;0
Asia;De 65 a 69 años;2020;2
Asia;De 65 a 69 años;2019;1
Asia;De 65 a 69 años;2018;0
Asia;De 65 a 69 años;2017;2
Asia;De 65 a 69 años;2016;0
Asia;De 65 a 69 años;2015;3
Asia;De 65 a 69 años;2014;1
Asia;De 65 a 69 años;2013;0
Asia;De 65 a 69 años;2012;1
Asia;De 65 a 69 años;2011;1
Asia;De 70 a 74 años  ;2023;0
Asia;De 70 a 74 años  ;2022;0
Asia;De 70 a 74 años  ;2021;0
Asia;De 70 a 74 años  ;2020;1
Asia;De 70 a 74 años  ;2019;1
Asia;De 70 a 74 años  ;2018;0
Asia;De 70 a 74 años  ;2017;0
Asia;De 70 a 74 años  ;2016;1
Asia;De 70 a 74 años  ;2015;0
Asia;De 70 a 74 años  ;2014;0
Asia;De 70 a 74 años  ;2013;0
Asia;De 70 a 74 años  ;2012;0
Asia;De 70 a 74 años  ;2011;3
Asia;75 y más años;2023;0
Asia;75 y más años;2022;0
Asia;75 y más años;2021;0
Asia;75 y más años;2020;0
Asia;75 y más años;2019;0
Asia;75 y más años;2018;0
Asia;75 y más años;2017;0
Asia;75 y más años;2016;0
Asia;75 y más años;2015;0
Asia;75 y más años;2014;0
Asia;75 y más años;2013;0
Asia;75 y más años;2012;0
Asia;75 y más años;2011;0
Oceanía ;Todas las edades;2023;7
Oceanía ;Todas las edades;2022;3
Oceanía ;Todas las edades;2021;7
Oceanía ;Todas las edades;2020;3
Oceanía ;Todas las edades;2019;7
Oceanía ;Todas las edades;2018;6
Oceanía ;Todas las edades;2017;4
Oceanía ;Todas las edades;2016;3
Oceanía ;Todas las edades;2015;1
Oceanía ;Todas las edades;2014;4
Oceanía ;Todas las edades;2013;12
Oceanía ;Todas las edades;2012;15
Oceanía ;Todas las edades;2011;16
Oceanía ;Menos de 18 años;2023;0
Oceanía ;Menos de 18 años;2022;0
Oceanía ;Menos de 18 años;2021;0
Oceanía ;Menos de 18 años;2020;0
Oceanía ;Menos de 18 años;2019;0
Oceanía ;Menos de 18 años;2018;0
Oceanía ;Menos de 18 años;2017;0
Oceanía ;Menos de 18 años;2016;0
Oceanía ;Menos de 18 años;2015;0
Oceanía ;Menos de 18 años;2014;0
Oceanía ;Menos de 18 años;2013;0
Oceanía ;Menos de 18 años;2012;0
Oceanía ;Menos de 18 años;2011;0
Oceanía ;De 18 a 19 años;2023;0
Oceanía ;De 18 a 19 años;2022;0
Oceanía ;De 18 a 19 años;2021;0
Oceanía ;De 18 a 19 años;2020;0
Oceanía ;De 18 a 19 años;2019;0
Oceanía ;De 18 a 19 años;2018;0
Oceanía ;De 18 a 19 años;2017;0
Oceanía ;De 18 a 19 años;2016;0
Oceanía ;De 18 a 19 años;2015;0
Oceanía ;De 18 a 19 años;2014;0
Oceanía ;De 18 a 19 años;2013;0
Oceanía ;De 18 a 19 años;2012;1
Oceanía ;De 18 a 19 años;2011;1
Oceanía ;De 20 a 24 años;2023;1
Oceanía ;De 20 a 24 años;2022;0
Oceanía ;De 20 a 24 años;2021;0
Oceanía ;De 20 a 24 años;2020;0
Oceanía ;De 20 a 24 años;2019;1
Oceanía ;De 20 a 24 años;2018;0
Oceanía ;De 20 a 24 años;2017;0
Oceanía ;De 20 a 24 años;2016;0
Oceanía ;De 20 a 24 años;2015;0
Oceanía ;De 20 a 24 años;2014;1
Oceanía ;De 20 a 24 años;2013;0
Oceanía ;De 20 a 24 años;2012;1
Oceanía ;De 20 a 24 años;2011;3
Oceanía ;De 25 a 29 años;2023;1
Oceanía ;De 25 a 29 años;2022;0
Oceanía ;De 25 a 29 años;2021;1
Oceanía ;De 25 a 29 años;2020;0
Oceanía ;De 25 a 29 años;2019;0
Oceanía ;De 25 a 29 años;2018;1
Oceanía ;De 25 a 29 años;2017;0
Oceanía ;De 25 a 29 años;2016;0
Oceanía ;De 25 a 29 años;2015;0
Oceanía ;De 25 a 29 años;2014;0
Oceanía ;De 25 a 29 años;2013;2
Oceanía ;De 25 a 29 años;2012;3
Oceanía ;De 25 a 29 años;2011;3
Oceanía ;De 30 a 34 años;2023;0
Oceanía ;De 30 a 34 años;2022;0
Oceanía ;De 30 a 34 años;2021;0
Oceanía ;De 30 a 34 años;2020;0
Oceanía ;De 30 a 34 años;2019;1
Oceanía ;De 30 a 34 años;2018;1
Oceanía ;De 30 a 34 años;2017;0
Oceanía ;De 30 a 34 años;2016;0
Oceanía ;De 30 a 34 años;2015;0
Oceanía ;De 30 a 34 años;2014;0
Oceanía ;De 30 a 34 años;2013;1
Oceanía ;De 30 a 34 años;2012;2
Oceanía ;De 30 a 34 años;2011;4
Oceanía ;De 35 a 39 años;2023;0
Oceanía ;De 35 a 39 años;2022;1
Oceanía ;De 35 a 39 años;2021;1
Oceanía ;De 35 a 39 años;2020;0
Oceanía ;De 35 a 39 años;2019;1
Oceanía ;De 35 a 39 años;2018;0
Oceanía ;De 35 a 39 años;2017;2
Oceanía ;De 35 a 39 años;2016;1
Oceanía ;De 35 a 39 años;2015;1
Oceanía ;De 35 a 39 años;2014;1
Oceanía ;De 35 a 39 años;2013;3
Oceanía ;De 35 a 39 años;2012;4
Oceanía ;De 35 a 39 años;2011;1
Oceanía ;De 40 a 44 años;2023;0
Oceanía ;De 40 a 44 años;2022;0
Oceanía ;De 40 a 44 años;2021;2
Oceanía ;De 40 a 44 años;2020;3
Oceanía ;De 40 a 44 años;2019;1
Oceanía ;De 40 a 44 años;2018;2
Oceanía ;De 40 a 44 años;2017;2
Oceanía ;De 40 a 44 años;2016;0
Oceanía ;De 40 a 44 años;2015;0
Oceanía ;De 40 a 44 años;2014;1
Oceanía ;De 40 a 44 años;2013;3
Oceanía ;De 40 a 44 años;2012;2
Oceanía ;De 40 a 44 años;2011;1
Oceanía ;De 45 a 49 años;2023;2
Oceanía ;De 45 a 49 años;2022;1
Oceanía ;De 45 a 49 años;2021;1
Oceanía ;De 45 a 49 años;2020;0
Oceanía ;De 45 a 49 años;2019;2
Oceanía ;De 45 a 49 años;2018;2
Oceanía ;De 45 a 49 años;2017;0
Oceanía ;De 45 a 49 años;2016;2
Oceanía ;De 45 a 49 años;2015;0
Oceanía ;De 45 a 49 años;2014;0
Oceanía ;De 45 a 49 años;2013;2
Oceanía ;De 45 a 49 años;2012;1
Oceanía ;De 45 a 49 años;2011;3
Oceanía ;De 50 a 54 años;2023;1
Oceanía ;De 50 a 54 años;2022;1
Oceanía ;De 50 a 54 años;2021;1
Oceanía ;De 50 a 54 años;2020;0
Oceanía ;De 50 a 54 años;2019;1
Oceanía ;De 50 a 54 años;2018;0
Oceanía ;De 50 a 54 años;2017;0
Oceanía ;De 50 a 54 años;2016;0
Oceanía ;De 50 a 54 años;2015;0
Oceanía ;De 50 a 54 años;2014;1
Oceanía ;De 50 a 54 años;2013;1
Oceanía ;De 50 a 54 años;2012;0
Oceanía ;De 50 a 54 años;2011;0
Oceanía ;De 55 a 59 años;2023;1
Oceanía ;De 55 a 59 años;2022;0
Oceanía ;De 55 a 59 años;2021;1
Oceanía ;De 55 a 59 años;2020;0
Oceanía ;De 55 a 59 años;2019;0
Oceanía ;De 55 a 59 años;2018;0
Oceanía ;De 55 a 59 años;2017;0
Oceanía ;De 55 a 59 años;2016;0
Oceanía ;De 55 a 59 años;2015;0
Oceanía ;De 55 a 59 años;2014;0
Oceanía ;De 55 a 59 años;2013;0
Oceanía ;De 55 a 59 años;2012;1
Oceanía ;De 55 a 59 años;2011;0
Oceanía ;De 60 a 64 años;2023;1
Oceanía ;De 60 a 64 años;2022;0
Oceanía ;De 60 a 64 años;2021;0
Oceanía ;De 60 a 64 años;2020;0
Oceanía ;De 60 a 64 años;2019;0
Oceanía ;De 60 a 64 años;2018;0
Oceanía ;De 60 a 64 años;2017;0
Oceanía ;De 60 a 64 años;2016;0
Oceanía ;De 60 a 64 años;2015;0
Oceanía ;De 60 a 64 años;2014;0
Oceanía ;De 60 a 64 años;2013;0
Oceanía ;De 60 a 64 años;2012;0
Oceanía ;De 60 a 64 años;2011;0
Oceanía ;De 65 a 69 años;2023;0
Oceanía ;De 65 a 69 años;2022;0
Oceanía ;De 65 a 69 años;2021;0
Oceanía ;De 65 a 69 años;2020;0
Oceanía ;De 65 a 69 años;2019;0
Oceanía ;De 65 a 69 años;2018;0
Oceanía ;De 65 a 69 años;2017;0
Oceanía ;De 65 a 69 años;2016;0
Oceanía ;De 65 a 69 años;2015;0
Oceanía ;De 65 a 69 años;2014;0
Oceanía ;De 65 a 69 años;2013;0
Oceanía ;De 65 a 69 años;2012;0
Oceanía ;De 65 a 69 años;2011;0
Oceanía ;De 70 a 74 años  ;2023;0
Oceanía ;De 70 a 74 años  ;2022;0
Oceanía ;De 70 a 74 años  ;2021;0
Oceanía ;De 70 a 74 años  ;2020;0
Oceanía ;De 70 a 74 años  ;2019;0
Oceanía ;De 70 a 74 años  ;2018;0
Oceanía ;De 70 a 74 años  ;2017;0
Oceanía ;De 70 a 74 años  ;2016;0
Oceanía ;De 70 a 74 años  ;2015;0
Oceanía ;De 70 a 74 años  ;2014;0
Oceanía ;De 70 a 74 años  ;2013;0
Oceanía ;De 70 a 74 años  ;2012;0
Oceanía ;De 70 a 74 años  ;2011;0
Oceanía ;75 y más años;2023;0
Oceanía ;75 y más años;2022;0
Oceanía ;75 y más años;2021;0
Oceanía ;75 y más años;2020;0
Oceanía ;75 y más años;2019;0
Oceanía ;75 y más años;2018;0
Oceanía ;75 y más años;2017;0
Oceanía ;75 y más años;2016;0
Oceanía ;75 y más años;2015;0
Oceanía ;75 y más años;2014;0
Oceanía ;75 y más años;2013;0
Oceanía ;75 y más años;2012;0
Oceanía ;75 y más años;2011;0
